cpu,pc,opcode_hash,flags,width,count,first_sequence,first_frame,last_frame,sample_raw,sample_value,min_slot,max_slot
0,0x008b066a,0x00000000,6,1,18,133676846,392,742,0x00ff8540,0x00000080,1,1
0,0x008b1488,0x00000000,9,2,3,315793434,872,1235,0x008b1488,0x00002a4b,0,0
0,0x008b0ab4,0x00000000,9,2,48,95928211,243,357,0x008b0ab4,0x00006a10,0,0
0,0x008b139c,0x00000000,10,1,10,308801236,851,1258,0x008b1354,0x00000008,0,0
0,0x008b00e0,0x00000000,9,2,26,134205710,394,1193,0x008b00e0,0x00001a1c,0,0
1,0xc00001fc,0x00000000,9,2,215595,135176910,398,1339,0xc00001fc,0x00008900,0,0
2,0xc00001fc,0x00000000,9,2,101579,135184749,398,1339,0xc00001fc,0x00008900,0,0
1,0xc0000222,0x00000000,6,4,48373,135176988,398,1339,0x0600ff64,0xc0000036,0,0
2,0xc0000222,0x00000000,6,4,23382,135184821,398,1339,0x0600ffe8,0xc0000036,0,0
0,0x008b1434,0x00000000,6,4,3,170041861,483,488,0x00ffffdc,0x008b1438,0,0
0,0x008b0a60,0x00000000,6,4,2,95429652,241,349,0x00ffffe4,0x008b0a64,0,0
0,0x008b1322,0x00000000,10,1,25,134212248,395,1255,0x008b1356,0x0000000a,0,0
2,0xc000066c,0x00000000,9,2,1508,135427473,398,1339,0xc000066c,0x0000054f,0,0
1,0xc000066c,0x00000000,9,2,6955,270039066,743,1232,0xc000066c,0x0000054f,0,0
0,0x008b0e38,0x00000000,10,1,1244,134217231,395,1234,0x00ff869e,0x00000001,0,0
1,0xc0000182,0x00000000,9,2,106116,135141666,398,1339,0xc0000182,0x0000021a,0,0
2,0xc0000182,0x00000000,9,2,54142,135147140,398,1339,0xc0000182,0x0000021a,0,0
0,0x008989dc,0x00000000,10,2,1411,134173418,394,1339,0x00ff60f0,0x00000000,0,0
0,0x008b1394,0x00000000,9,2,10,308801232,851,1258,0x008b1394,0x0000102d,0,0
1,0xc00005f2,0x00000000,9,2,1,405604200,1115,1115,0xc00005f2,0x0000e110,0,0
1,0xc0000108,0x00000000,9,2,140630,135176805,398,1339,0xc0000108,0x00001710,0,0
2,0xc0000108,0x00000000,9,2,83166,135184644,398,1339,0xc0000108,0x00001710,0,0
0,0x00898962,0x00000000,10,2,1411,134171679,394,1339,0x00ff6076,0x00000000,0,0
0,0x008b0e56,0x00000000,6,4,1148,134466168,395,1233,0x00ffffe4,0x008b0e5a,0,0
0,0x008989d4,0x00000000,9,2,1411,134173307,394,1339,0x008989d4,0x00003499,0,0
0,0x008b122e,0x00000000,10,1,12,134205683,394,1234,0x00ff8508,0x00000080,0,0
1,0xc0000578,0x00000000,9,2,32,160287262,458,1339,0xc0000578,0x00004f26,0,0
0,0x0089890e,0x00000000,9,2,1411,134170584,394,1339,0x0089890e,0x00003499,0,0
1,0xc00004b2,0x00000000,9,2,32,162723691,464,1339,0xc00004b2,0x00004f22,0,0
0,0x00898980,0x00000000,6,2,1411,134172123,394,1339,0x00a15112,0x00000000,1,1
0,0x008b0cca,0x00000000,10,4,473,1311424,9,1339,0x00ffffb8,0x008b0b9a,0,0
0,0x008b11da,0x00000000,9,2,1,170040374,483,483,0x008b11da,0x00004880,0,0
2,0xc0000438,0x00000000,9,2,452,135225662,398,1339,0xc0000438,0x00008810,0,0
1,0xc0000438,0x00000000,9,2,917,135297203,398,1339,0xc0000438,0x00008810,0,0
0,0x00898906,0x00000000,6,2,1411,134170478,394,1339,0x00a15112,0x0000f066,1,1
0,0x008b1160,0x00000000,9,2,1,458560994,1258,1258,0x008b1160,0x00006000,0,0
0,0x008b02a2,0x00000000,9,2,2266,134465955,395,1234,0x008b02a2,0x00006700,0,0
0,0x00889f16,0x00000000,9,2,1,487197853,1320,1320,0x00889f16,0x00004278,0,0
0,0x008b10e6,0x00000000,9,2,12,170041749,483,1234,0x008b10e6,0x00006000,0,0
0,0x008b0bfc,0x00000000,9,2,2,1046474,8,14,0x008b0bfc,0x000033fc,0,0
0,0x008b0712,0x00000000,9,2,18,133677163,392,742,0x008b0712,0x00006a00,0,0
2,0xc0000344,0x00000000,9,2,12221,135184829,398,1339,0xc0000344,0x0000011d,0,0
1,0xc0000344,0x00000000,9,2,28899,135248546,398,1339,0xc0000344,0x0000011d,0,0
0,0x008b1556,0x00000000,9,2,10,273875853,753,834,0x008b1556,0x0000d12d,0,0
0,0x008b0b82,0x00000000,9,2,15,1312630,9,1236,0x008b0b82,0x000051cb,0,0
2,0xc00002ca,0x00000000,9,2,12221,135184916,398,1339,0xc00002ca,0x00007b14,0,0
1,0xc00002ca,0x00000000,9,2,28869,135248624,398,1339,0xc00002ca,0x00007b14,0,0
0,0x008b14dc,0x00000000,9,2,3,134217628,395,754,0x008b14dc,0x00001b7c,0,0
0,0x008b0b08,0x00000000,9,2,206,134712382,396,1233,0x008b0b08,0x00007030,0,0
1,0xc000022a,0x00000000,10,2,10183,135177078,398,1339,0xc0000256,0x00000050,0,0
2,0xc000022a,0x00000000,10,2,5433,135264258,398,1339,0xc0000256,0x00000050,0,0
2,0xc00002c2,0x00000000,6,4,12221,135184910,398,1339,0x0601300c,0x00260005,0,0
1,0xc00002c2,0x00000000,6,4,28869,135248618,398,1339,0x0601000c,0x0053ffed,0,0
0,0x008b0a8e,0x00000000,9,2,8,95928201,243,357,0x008b0a8e,0x00001d7c,0,0
0,0x008b05a4,0x00000000,9,2,3,95429567,241,1235,0x008b05a4,0x00000c07,0,0
2,0xc00001b0,0x00000000,10,2,13304,135421581,398,1339,0x0603d456,0x0000ff03,0,0
1,0xc00001b0,0x00000000,10,2,15993,135441741,398,1339,0x0603c006,0x00000134,0,0
1,0xc00001d6,0x00000000,9,2,47606,135141590,398,1339,0xc00001d6,0x00001500,0,0
2,0xc00001d6,0x00000000,9,2,110384,135147064,398,1339,0xc00001d6,0x00001500,0,0
0,0x008b13e8,0x00000000,9,2,13,134217426,395,774,0x008b13e8,0x00002b4c,0,0
0,0x008b0040,0x00000000,9,2,1114,3122082,15,1339,0x008b0040,0x0000422e,0,0
1,0xc0000136,0x00000000,10,4,896,135141581,398,1339,0xc00001ac,0xc0000760,0,0
2,0xc0000136,0x00000000,10,4,920,135147055,398,1339,0xc00001ac,0xc0000760,0,0
1,0xc0000646,0x00000000,9,2,4290,135248412,398,1339,0xc0000646,0x00003468,0,0
2,0xc0000646,0x00000000,9,2,20,179796815,506,512,0xc0000646,0x00003468,0,0
1,0xc000015c,0x00000000,9,2,106116,135141631,398,1339,0xc000015c,0x0000054f,0,0
2,0xc000015c,0x00000000,9,2,54142,135147105,398,1339,0xc000015c,0x0000054f,0,0
0,0x008b0a86,0x00000000,6,1,10,95928199,243,359,0x00ff8504,0x00000004,1,1
0,0x008b0e5e,0x00000000,10,1,96,134217240,395,1234,0x00ff8690,0x00000080,0,0
0,0x008b136e,0x00000000,9,2,10,308801222,851,1258,0x008b136e,0x0000670e,0,0
2,0xc00001ce,0x00000000,6,2,241017,135588954,398,1338,0x20004108,0x0000b1b1,0,0
2,0xc00000bc,0x00000000,10,2,285179,135588875,398,1338,0xc00000bc,0x00004610,0,0
1,0xc00005cc,0x00000000,9,2,16,155330625,446,1115,0xc00005cc,0x0000e210,0,0
2,0xc00000e2,0x00000000,9,2,20573,135425755,398,1339,0xc00000e2,0x000061d5,0,0
1,0xc00000e2,0x00000000,9,2,11812,135505715,398,1339,0xc00000e2,0x000061d5,0,0
0,0x008b0e0a,0x00000000,9,2,3,134205692,394,743,0x008b0e0a,0x0000e608,0,0
0,0x00898988,0x00000000,10,2,1411,134172226,394,1339,0x00ff609c,0x00000000,0,0
0,0x008989ae,0x00000000,9,2,1411,134172760,394,1339,0x008989ae,0x00003499,0,0
1,0xc0000552,0x00000000,9,2,5,159048677,455,1115,0xc0000552,0x0000e100,0,0
2,0xc0000552,0x00000000,9,2,1,181179135,509,509,0xc0000552,0x0000e100,0,0
1,0xc0000068,0x00000000,9,2,18107,135176817,398,1339,0xc0000068,0x0000e710,0,0
2,0xc0000068,0x00000000,9,2,46607,135184656,398,1339,0xc0000068,0x0000e710,0,0
0,0x008b027a,0x00000000,6,1,540,147906546,428,1233,0x00ff86db,0x00000000,1,1
0,0x008b02ec,0x00000000,9,2,2514,134465956,395,1339,0x008b02ec,0x00004e75,0,0
2,0xc0000408,0x00000000,9,2,9106,135184865,398,1339,0xc0000408,0x000052ed,0,0
1,0xc0000408,0x00000000,9,2,13107,135250345,398,1339,0xc0000408,0x000052ed,0,0
0,0x008b06ea,0x00000000,6,1,9,133677083,392,742,0x00ff869e,0x00000001,0,0
0,0x008b0200,0x00000000,6,1,157,134217489,395,1234,0x00ff86d8,0x00000010,1,1
0,0x008b0c46,0x00000000,9,2,2,1311374,9,15,0x008b0c46,0x00004e71,0,0
0,0x008b1156,0x00000000,10,1,1,458560989,1258,1258,0x00ff8789,0x0000000f,0,0
0,0x008b075c,0x00000000,9,2,18,133677202,392,742,0x008b075c,0x00004eba,0,0
0,0x008b0298,0x00000000,10,1,36,134212557,395,1223,0x00ff8570,0x00000082,0,0
2,0xc000038e,0x00000000,9,2,8021,135184849,398,1339,0xc000038e,0x000089f5,0,0
1,0xc000038e,0x00000000,9,2,14728,135251215,398,1339,0xc000038e,0x000089f5,0,0
0,0x008b0b5a,0x00000000,6,4,15,1312167,9,1235,0x00ffffb4,0x008b0b5e,0,0
1,0xc00003b4,0x00000000,10,4,4573,135261990,398,1339,0x0600f478,0x00009000,0,0
2,0xc00003b4,0x00000000,10,4,312,179799246,506,1339,0x0600f678,0x0000a741,0,0
0,0x008b10b6,0x00000000,9,2,12,134205676,394,1234,0x008b10b6,0x00006000,0,0
0,0x008b06e2,0x00000000,9,2,9,133677078,392,742,0x008b06e2,0x00001344,0,0
2,0xc0000314,0x00000000,9,2,11222,135187032,398,1339,0xc0000314,0x00003108,0,0
1,0xc0000314,0x00000000,9,2,26814,135248514,398,1339,0xc0000314,0x00003108,0,0
0,0x008b1526,0x00000000,9,2,3,315758407,871,1234,0x008b1526,0x00004e75,0,0
0,0x008b154c,0x00000000,10,4,6,288569891,794,834,0x00ffffe0,0x008b0160,0,0
0,0x008b0b52,0x00000000,9,2,5,1312152,9,1235,0x008b0b52,0x00007028,0,0
2,0xc000029a,0x00000000,9,2,12221,135184857,398,1339,0xc000029a,0x00003403,0,0
1,0xc000029a,0x00000000,9,2,28899,135248565,398,1339,0xc000029a,0x00003403,0,0
0,0x008b0092,0x00000000,6,1,1114,3531885,15,1339,0x00ff850e,0x00000040,0,0
0,0x008b0afe,0x00000000,10,1,673,134205624,394,1235,0x00ff8501,0x0000004c,0,0
0,0x008b13c0,0x00000000,6,2,10,308801307,851,1258,0x00a11100,0x00000000,0,0
1,0xc0000220,0x00000000,9,2,48373,135176986,398,1339,0xc0000220,0x00008d32,0,0
2,0xc0000220,0x00000000,9,2,25988,135184819,398,1339,0xc0000220,0x00008d32,0,0
0,0x008b1432,0x00000000,9,2,8,170041806,483,1234,0x008b1432,0x00006004,0,0
0,0x008b0f48,0x00000000,9,2,71,137171088,402,480,0x008b0f48,0x00006752,0,0
0,0x008b0574,0x00000000,9,2,1117,4023003,16,1339,0x008b0574,0x00001d7c,0,0
0,0x008b0a84,0x00000000,10,4,1108,3032220,14,1339,0x00ffffe8,0x008b0026,0,0
2,0xc0000690,0x00000000,9,2,1508,135427503,398,1339,0xc0000690,0x0000054f,0,0
1,0xc0000690,0x00000000,9,2,6955,270039096,743,1232,0xc0000690,0x0000054f,0,0
2,0xc00001a6,0x00000000,9,2,122485,135590296,398,1338,0xc00001a6,0x00007201,0,0
0,0x008b13b8,0x00000000,9,2,10,308801282,851,1258,0x008b13b8,0x00004eba,0,0
0,0x008b0ece,0x00000000,9,2,1148,134466175,395,1233,0x008b0ece,0x00004a2d,0,0
1,0xc0000616,0x00000000,9,2,4290,135248375,398,1339,0xc0000616,0x00005412,0,0
2,0xc0000616,0x00000000,9,2,20,179796778,506,512,0xc0000616,0x00005412,0,0
1,0xc000012c,0x00000000,9,2,896,135141570,398,1339,0xc000012c,0x00005ce7,0,0
2,0xc000012c,0x00000000,9,2,38588,135147044,398,1339,0xc000012c,0x00005ce7,0,0
0,0x00898986,0x00000000,6,2,1411,134172224,394,1339,0x00a15112,0x00000000,1,1
1,0xc000059c,0x00000000,9,2,10,155336270,446,869,0xc000059c,0x0000e310,0,0
1,0xc00000b2,0x00000000,9,2,37882,135177133,398,1339,0xc00000b2,0x00004f22,0,0
2,0xc00000b2,0x00000000,9,2,53947,135184982,398,1339,0xc00000b2,0x00004f22,0,0
0,0x0089890c,0x00000000,6,2,1411,134170583,394,1339,0x00a15112,0x0000220b,1,1
0,0x008b12c4,0x00000000,9,2,22,134211448,395,1255,0x008b12c4,0x00007000,0,0
0,0x0089897e,0x00000000,9,2,1411,134172118,394,1339,0x0089897e,0x00003499,0,0
0,0x008989a4,0x00000000,10,2,1417,134172650,394,1339,0x00ff60b8,0x00000000,0,3
1,0xc0000522,0x00000000,9,2,493,135253601,398,1339,0xc0000522,0x0000b073,0,0
2,0xc0000522,0x00000000,9,2,3,181178612,509,512,0xc0000522,0x0000b073,0,0
0,0x008b0cee,0x00000000,6,1,1996,1311418,9,1339,0x00a04001,0x00000080,0,0
1,0xc0000038,0x00000000,9,2,48373,135177091,398,1339,0xc0000038,0x000050ea,0,0
2,0xc0000038,0x00000000,9,2,61050,135184918,398,1339,0xc0000038,0x000050ea,0,0
2,0xc000005e,0x00000000,10,4,37668,135588813,398,1338,0xc000008c,0x060048d0,0,0
1,0xc000005e,0x00000000,10,2,18107,135176792,398,1339,0x220ae0b6,0x00000000,0,0
2,0xc000005e,0x00000000,10,2,8939,135184631,398,1339,0x220b1cd8,0x00000040,0,0
0,0x00898904,0x00000000,9,2,1411,134170473,394,1339,0x00898904,0x00003499,0,0
0,0x0089892a,0x00000000,10,2,1411,134170911,394,1339,0x00ff603e,0x0000f980,0,0
0,0x008b07b0,0x00000000,9,2,4,305106117,841,1255,0x008b07b0,0x00001a19,0,0
1,0xc00003e2,0x00000000,9,2,60,166068686,473,1339,0xc00003e2,0x0000000b,0,0
2,0xc00003e2,0x00000000,9,2,114,179799265,506,1339,0xc00003e2,0x0000000b,0,0
0,0x008b110a,0x00000000,9,2,10,273875850,753,834,0x008b110a,0x00006000,0,0
0,0x008b117c,0x00000000,10,1,1,457494915,1255,1255,0x008b92cf,0x000000fe,0,0
2,0xc0000368,0x00000000,9,2,618,135217071,398,1339,0xc0000368,0x00003473,0,0
1,0xc0000368,0x00000000,9,2,6621,135283581,398,1339,0xc0000368,0x00003473,0,0
0,0x008b01ac,0x00000000,6,2,164,169944813,482,1255,0x00ff8580,0x00001c3c,0,0
0,0x008b06bc,0x00000000,9,2,3,133677047,392,742,0x008b06bc,0x00004eba,0,0
0,0x008b01d2,0x00000000,9,2,485,134212490,395,1339,0x008b01d2,0x00002b4c,0,0
1,0xc00002ee,0x00000000,9,2,4572,135262040,398,1339,0xc00002ee,0x00008d02,0,0
2,0xc00002ee,0x00000000,9,2,312,179799302,506,1339,0xc00002ee,0x00008d02,0,0
0,0x008b1500,0x00000000,9,2,13,134217258,395,1203,0x008b1500,0x00004e75,0,0
0,0x008b061c,0x00000000,6,4,3,133676445,392,742,0x00ffffe4,0x008b0620,0,0
0,0x008b0132,0x00000000,6,4,284,134212562,395,1339,0x00ffffe4,0x008b0136,0,0
0,0x008b1572,0x00000000,10,4,1,457493920,1255,1255,0x00ffffe0,0x008b0160,0,0
0,0x00892a40,0x00000000,6,4,130,269914510,742,871,0x00fffff8,0x00892a46,0,0
0,0x0088720c,0x00000000,9,2,142,133426350,391,1338,0x0088720c,0x000043fa,0,0
0,0x008b01ca,0x00000000,10,1,36,134212486,395,1223,0x00ff8570,0x00000080,0,0
0,0x008b0f9c,0x00000000,9,2,71,137171089,402,480,0x008b0f9c,0x0000552d,0,0
0,0x008b0ab2,0x00000000,9,2,48,95928209,243,357,0x008b0ab2,0x00004a15,0,0
0,0x008b00b8,0x00000000,6,1,551,134205660,394,1234,0x00ff854e,0x00000000,1,1
1,0xc00001fa,0x00000000,9,2,215595,135176909,398,1339,0xc00001fa,0x00004111,0,0
2,0xc00001fa,0x00000000,9,2,101579,135184748,398,1339,0xc00001fa,0x00004111,0,0
0,0x008b0f22,0x00000000,9,2,1178,134217369,395,1234,0x008b0f22,0x000041fa,0,0
0,0x008b054e,0x00000000,9,2,7,133676419,392,1255,0x008b054e,0x00000240,0,0
0,0x008b0064,0x00000000,9,2,3342,3531839,15,1339,0x008b0064,0x000051cf,0,0
2,0xc000066a,0x00000000,9,2,1508,135427471,398,1339,0xc000066a,0x0000d516,0,0
1,0xc000066a,0x00000000,9,2,6955,270039064,743,1232,0xc000066a,0x0000d516,0,0
0,0x008b0f94,0x00000000,10,1,131,142937497,416,1233,0x00ff86f0,0x00000082,0,0
1,0xc0000180,0x00000000,9,2,106116,135141665,398,1339,0xc0000180,0x0000000a,0,0
2,0xc0000180,0x00000000,9,2,54142,135147139,398,1339,0xc0000180,0x0000000a,0,0
0,0x008b1404,0x00000000,10,4,13,134217445,395,774,0x00ffffe0,0x008b0e74,0,0
1,0xc00005f0,0x00000000,9,2,1,405604136,1115,1115,0xc00005f0,0x0000e320,0,0
1,0xc0000106,0x00000000,9,2,140630,135176803,398,1339,0xc0000106,0x00005463,0,0
2,0xc0000106,0x00000000,9,2,83597,135184642,398,1339,0xc0000106,0x00005463,0,0
0,0x008b1318,0x00000000,9,2,500,134211543,395,1255,0x008b1318,0x000051cb,0,0
0,0x008b005c,0x00000000,10,1,3342,3531837,15,1339,0x00ff8690,0x00000000,0,0
0,0x008989ac,0x00000000,6,2,1411,134172759,394,1339,0x00a15112,0x00000000,1,1
1,0xc0000178,0x00000000,10,4,212232,135141659,398,1339,0xc0000778,0xfff80000,0,1
2,0xc0000178,0x00000000,10,4,108284,135147133,398,1339,0xc0000778,0xff300000,0,1
0,0x008989d2,0x00000000,9,2,1411,134173212,394,1339,0x008989d2,0x00003499,0,0
1,0xc0000576,0x00000000,9,2,32,160287261,458,1339,0xc0000576,0x0000aea9,0,0
1,0xc000008c,0x00000000,9,2,12159,135177110,398,1339,0xc000008c,0x0000e700,0,0
2,0xc000008c,0x00000000,9,2,4932,135185248,398,1339,0xc000008c,0x0000e700,0,0
0,0x0088d5e8,0x00000000,9,2,1,403878829,1111,1111,0x0088d5e8,0x00006100,0,0
1,0xc00005e8,0x00000000,10,4,27,135261941,398,473,0x0600ff60,0xc0000268,0,0
0,0x00898932,0x00000000,6,2,1411,134171130,394,1339,0x00a15112,0x00000000,1,1
1,0xc00000fe,0x00000000,10,4,140630,135176797,398,1339,0x06018000,0x0027d800,0,0
2,0xc00000fe,0x00000000,10,4,66478,135184636,398,1339,0x0601c040,0x00347800,0,0
2,0xc00000fe,0x00000000,10,2,17119,135589069,398,1338,0x06018024,0x00000078,0,0
0,0x00898958,0x00000000,9,2,1411,134171567,394,1339,0x00898958,0x00003499,0,0
0,0x008b03e0,0x00000000,9,2,248,169944989,482,1339,0x008b03e0,0x0000e348,0,0
0,0x008b1310,0x00000000,10,1,500,134211510,395,1255,0x008b13ca,0x00000030,0,0
1,0xc00004fc,0x00000000,9,2,7,159053738,455,509,0xc00004fc,0x0000e220,0,0
1,0xc0000012,0x00000000,9,2,56884,135176772,398,1339,0xc0000012,0x000069d5,0,0
2,0xc0000012,0x00000000,9,2,66741,135184611,398,1339,0xc0000012,0x000069d5,0,0
0,0x008821fe,0x00000000,9,2,1,457739098,1256,1256,0x008821fe,0x00006704,0,0
0,0x008989ca,0x00000000,10,2,1411,134173087,394,1339,0x00ff60de,0x00000000,0,0
0,0x008b0850,0x00000000,9,2,4,305106208,841,1255,0x008b0850,0x00004e75,0,0
1,0xc0000482,0x00000000,9,2,4,159052559,455,1115,0xc0000482,0x0000e140,0,0
0,0x0089892a,0x00000000,9,2,1411,134170910,394,1339,0x0089892a,0x00003499,0,0
1,0xc00004ce,0x00000000,9,2,373,160282573,458,1339,0xc00004ce,0x0000e200,0,0
0,0x008b07b0,0x00000000,10,1,4,305106118,841,1255,0x008b9470,0x00000001,0,0
1,0xc0000454,0x00000000,9,2,8,159041748,455,1115,0xc0000454,0x0000bf18,0,0
0,0x008b14e2,0x00000000,6,1,3,134217632,395,754,0x00ff8715,0x000000e7,1,1
0,0x008b117c,0x00000000,9,2,1,457494914,1255,1255,0x008b117c,0x0000101c,0,0
0,0x008b013a,0x00000000,6,4,2266,134465932,395,1234,0x00ffffe4,0x008b013e,0,0
0,0x008b07a8,0x00000000,9,2,4,305106112,841,1255,0x008b07a8,0x0000224b,0,0
0,0x008b02be,0x00000000,9,2,799,169944905,482,1339,0x008b02be,0x0000670a,0,0
1,0xc00003da,0x00000000,9,2,58,166068677,473,1339,0xc00003da,0x0000002a,0,0
2,0xc00003da,0x00000000,9,2,28,458410307,1258,1339,0xc00003da,0x0000002a,0,0
0,0x008b1102,0x00000000,9,2,6,288569880,794,834,0x008b1102,0x00006000,0,0
0,0x008b0c18,0x00000000,9,2,2,1046481,8,14,0x008b0c18,0x0000303c,0,0
0,0x008b1500,0x00000000,10,4,13,134217259,395,1203,0x00ffffe0,0x008b0e74,0,0
2,0xc00001dc,0x00000000,6,1,58033,135588870,398,1338,0x24010478,0x000000b1,0,0
2,0xc0000360,0x00000000,9,2,3780,135187551,398,1339,0xc0000360,0x0000347c,0,0
1,0xc0000360,0x00000000,9,2,9629,135248559,398,1339,0xc0000360,0x0000347c,0,0
0,0x008b1572,0x00000000,9,2,1,457493919,1255,1255,0x008b1572,0x00004e75,0,0
0,0x008b0b9e,0x00000000,9,2,5,1311427,9,1235,0x008b0b9e,0x00004eba,0,0
0,0x008b06b4,0x00000000,9,2,3,133677034,392,742,0x008b06b4,0x0000123c,0,0
0,0x008b01ca,0x00000000,9,2,36,134212485,395,1223,0x008b01ca,0x000008d5,0,0
0,0x00887c52,0x00000000,9,2,119,135979328,400,1338,0x00887c52,0x00006602,0,0
0,0x008b0f9c,0x00000000,10,1,71,137171090,402,480,0x00ff869c,0x00000009,0,0
1,0xc00002e6,0x00000000,9,2,4573,135262010,398,1339,0xc00002e6,0x0000e1fe,0,0
2,0xc00002e6,0x00000000,9,2,312,179799272,506,1339,0xc00002e6,0x0000e1fe,0,0
0,0x008b0ab2,0x00000000,10,1,48,95928210,243,357,0x00ff8570,0x00000000,0,0
0,0x008b0e8a,0x00000000,6,4,93,134217317,395,1234,0x00ffffe0,0x008b0e8e,0,0
1,0xc000026c,0x00000000,9,2,1441,135186692,398,1339,0xc000026c,0x00007cb0,0,0
2,0xc000026c,0x00000000,9,2,1248,135264837,398,512,0xc000026c,0x00007cb0,0,0
0,0x008b0e10,0x00000000,6,1,3,134205695,394,743,0x00a00ffd,0x00000000,0,0
2,0xc000066a,0x00000000,10,4,1508,135427472,398,1339,0xc00006c4,0xc000077c,0,0
1,0xc000066a,0x00000000,10,4,6955,270039065,743,1232,0xc00006c4,0xc000077c,0,0
0,0x008b0f94,0x00000000,9,2,131,142937496,416,1233,0x008b0f94,0x000008d5,0,0
0,0x008989b4,0x00000000,6,2,1411,134172865,394,1339,0x00a15112,0x00000000,1,1
0,0x008b05c0,0x00000000,9,2,3,95429575,241,1235,0x008b05c0,0x00004efb,0,0
0,0x008b00d6,0x00000000,9,2,6,134205700,394,784,0x008b00d6,0x000060f0,0,0
1,0xc00001f2,0x00000000,9,2,55989,135176903,398,1339,0xc00001f2,0x0000e602,0,0
2,0xc00001f2,0x00000000,9,2,25218,135184742,398,1339,0xc00001f2,0x0000e602,0,0
0,0x008b1404,0x00000000,9,2,13,134217444,395,774,0x008b1404,0x00004e75,0,0
0,0x008b0f1a,0x00000000,9,2,1183,134217365,395,1234,0x008b0f1a,0x00007000,0,0
0,0x0089893a,0x00000000,6,2,1411,134171240,394,1339,0x00a15112,0x00000000,1,1
1,0xc0000106,0x00000000,10,4,140630,135176804,398,1339,0x0601800c,0x00000000,0,0
2,0xc0000106,0x00000000,10,4,66478,135184643,398,1339,0x0601c04c,0x004e0008,0,0
0,0x008b0546,0x00000000,9,2,7,133676415,392,1255,0x008b0546,0x00004211,0,0
0,0x008b005c,0x00000000,9,2,3342,3531836,15,1339,0x008b005c,0x00004a15,0,0
1,0xc0000662,0x00000000,9,2,4290,135248429,398,1339,0xc0000662,0x00008137,0,0
2,0xc0000662,0x00000000,9,2,20,179796832,506,512,0xc0000662,0x00008137,0,0
1,0xc0000178,0x00000000,9,2,106116,135141658,398,1339,0xc0000178,0x0000054f,0,0
2,0xc0000178,0x00000000,9,2,54559,135147132,398,1339,0xc0000178,0x0000054f,0,0
0,0x008989d2,0x00000000,10,2,1469,134173213,394,1339,0x00ff60e6,0x00000000,0,3
0,0x008b0d1c,0x00000000,6,2,1499,1311396,9,1339,0x00a11100,0x00000100,0,0
0,0x008b0ea0,0x00000000,9,2,52,281348428,774,1234,0x008b0ea0,0x0000e34d,0,0
1,0xc00005e8,0x00000000,9,2,27,135261940,398,473,0xc00005e8,0x00004f26,0,0
1,0xc00000fe,0x00000000,9,2,140630,135176796,398,1339,0xc00000fe,0x00005160,0,0
2,0xc00000fe,0x00000000,9,2,83597,135184635,398,1339,0xc00000fe,0x00005160,0,0
0,0x00898958,0x00000000,10,2,1411,134171568,394,1339,0x00ff606c,0x00000000,0,0
0,0x008b1310,0x00000000,9,2,500,134211509,395,1255,0x008b1310,0x0000101a,0,0
1,0xc0000012,0x00000000,10,2,56884,135176773,398,1339,0x220ae0b2,0x00000008,0,0
2,0xc0000012,0x00000000,10,2,26138,135184612,398,1339,0x220b1cd4,0x00000008,0,0
0,0x008989ca,0x00000000,9,2,1411,134173086,394,1339,0x008989ca,0x00003499,0,0
1,0xc000056e,0x00000000,9,2,32,160287194,458,1339,0xc000056e,0x0000e110,0,0
1,0xc0000084,0x00000000,9,2,13396,135177453,398,1339,0xc0000084,0x0000a015,0,0
2,0xc0000084,0x00000000,9,2,7342,135184979,398,1339,0xc0000084,0x0000a015,0,0
0,0x008b0850,0x00000000,10,4,4,305106209,841,1255,0x00ffffe8,0x008b0034,0,0
1,0xc00004a8,0x00000000,9,2,32,162723623,464,1339,0xc00004a8,0x0000e120,0,0
0,0x008b0ce6,0x00000000,9,2,1996,1311413,9,1339,0x008b0ce6,0x00004e71,0,0
0,0x008b02ec,0x00000000,10,4,2514,134465957,395,1339,0x00ffffe8,0x008b0052,0,0
0,0x008b0bae,0x00000000,6,1,5,1312148,9,1235,0x00ff8509,0x00000080,0,0
2,0xc0000408,0x00000000,10,4,9106,135184866,398,1339,0xc0000734,0x06023010,0,0
1,0xc0000408,0x00000000,10,4,13107,135250346,398,1339,0xc0000734,0x06023000,0,0
1,0xc000042e,0x00000000,9,2,20365,135248577,398,1339,0xc000042e,0x00004419,0,0
2,0xc000042e,0x00000000,9,2,3427,135425937,398,1339,0xc000042e,0x00004419,0,0
0,0x008b1156,0x00000000,9,2,1,458560988,1258,1258,0x008b1156,0x0000d32d,0,0
0,0x008b0298,0x00000000,9,2,36,134212556,395,1223,0x008b0298,0x000008d5,0,0
1,0xc00003b4,0x00000000,9,2,4573,135261989,398,1339,0xc00003b4,0x000056ca,0,0
2,0xc00003b4,0x00000000,9,2,312,179799245,506,1339,0xc00003b4,0x000056ca,0,0
0,0x008b021e,0x00000000,9,2,3414,134465935,395,1234,0x008b021e,0x00006720,0,0
0,0x008b00e6,0x00000000,6,1,11,138401307,405,1143,0x00ff854e,0x00000004,1,1
0,0x008b1526,0x00000000,10,4,3,315758408,871,1234,0x00ffffe0,0x008b0160,0,0
0,0x008b154c,0x00000000,9,2,6,288569890,794,834,0x008b154c,0x00004e75,0,0
