frame,0xFF7B40,0x2600BC64,0x2600BC68,0x2600BC6C,0x2600BC8C,0x2600BC90,0x2600BC00,0x2600BC0C,0x2600FB64,0x20004020
655,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
656,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
657,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
658,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
659,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
660,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
661,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
662,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
663,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
664,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
665,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
666,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
667,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
668,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
669,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
670,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
671,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
672,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
673,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
674,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
675,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
676,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
677,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
678,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
679,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
680,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
681,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
682,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
683,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
684,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
685,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
686,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
687,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
688,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
689,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
690,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
691,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
692,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
693,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
694,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
695,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
696,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
697,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
698,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
699,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
700,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
701,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
702,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
703,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
704,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
705,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
706,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
707,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
708,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
709,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
710,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
711,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
712,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
713,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
714,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
715,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
716,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
717,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
718,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
719,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
720,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
721,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
722,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
723,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
724,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
725,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
726,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
727,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
728,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
729,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
730,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
731,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
732,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
733,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
734,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
735,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
736,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
737,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
738,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
739,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
740,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
741,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x103
742,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
743,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
744,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
745,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
746,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
747,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
748,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
749,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
750,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
751,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
752,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
753,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
754,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
755,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
756,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
757,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
758,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
759,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
760,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
761,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
762,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
763,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
764,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
765,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
766,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
767,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
768,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
769,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
770,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
771,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
772,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
773,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
774,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
775,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
776,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
777,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
778,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
779,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
780,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
781,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
782,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
783,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
784,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
785,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
786,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
787,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
788,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
789,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
790,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
791,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
792,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
793,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
794,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
795,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
796,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
797,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
798,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
799,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
800,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
801,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
802,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
803,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
804,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
805,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
806,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
807,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
808,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
809,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
810,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
811,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
812,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
813,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
814,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
815,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
816,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
817,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
818,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
819,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
820,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
821,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
822,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
823,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
824,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
825,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
826,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
827,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
828,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
829,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
830,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
831,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
832,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
833,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
834,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
835,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
836,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
837,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
838,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
839,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
840,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
841,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
842,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
843,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
844,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
845,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
846,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
847,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
848,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
849,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
850,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
851,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
852,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
853,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
854,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
855,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
856,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
857,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
858,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
859,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
860,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
861,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
862,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
863,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
864,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
865,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
866,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
867,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
868,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
869,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2B
870,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
871,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
872,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
873,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
874,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
875,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
876,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
877,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
878,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
879,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
880,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x103
881,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
882,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
883,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
884,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
885,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
886,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
887,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
888,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
889,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
890,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
891,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
892,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
893,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
894,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
895,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
896,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
897,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
898,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
899,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
900,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
901,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
902,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
903,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
904,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
905,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
906,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
907,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
908,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
909,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
910,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
911,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
912,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
913,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
914,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
915,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
916,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
917,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
918,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
919,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
920,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
921,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
922,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
923,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
924,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
925,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
926,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
927,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
928,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
929,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
930,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
931,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
932,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
933,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
934,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
935,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
936,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
937,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
938,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
939,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
940,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
941,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
942,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
943,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
944,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
945,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
946,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
947,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
948,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
949,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
950,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
951,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
952,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
953,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
954,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
955,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
956,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
957,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
958,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
959,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
960,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
961,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
962,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
963,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
964,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
965,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
966,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
967,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
968,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
969,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
970,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
971,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
972,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
973,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
974,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
975,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
976,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
977,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
978,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
979,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
980,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
981,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
